Geneid	Chr	Start	End	Strand	Length	NF54-24h_S6_L001.bam	NF54-24h_S8_L001.bam	PB58-24h-14_S2.bam	PB58-24h_S3_L001.bam
PF3D7_1364800	Pf3D7_13_v3	2603463	2604972	-	1510	396	248	315	285
PF3D7_0700600	Pf3D7_07_v3	43192	44140	-	949	0	0	0	0
PF3D7_1140600	Pf3D7_11_v3	1616416	1621890	-	5475	4	9	11	17
PF3D7_0603800	Pf3D7_06_v3	152541	160455	-	7915	70	13	38	41
PF3D7_0527700	Pf3D7_05_v3	1150234	1150306	+	73	0	0	0	0
PF3D7_API00800	Pf3D7_API_v3	1223	1314	+	92	0	0	0	0
PF3D7_1019600	Pf3D7_10_v3	796291	799923	+	3633	19	2	14	9
PF3D7_1139700	Pf3D7_11_v3	1582995	1584512	-	1518	21	11	14	20
PF3D7_1456800	Pf3D7_14_v3	2329933	2332086	-	2154	1560	907	1432	827
PF3D7_1446000	Pf3D7_14_v3	1889413	1889529	+	117	3	0	25	3
PF3D7_0406400	Pf3D7_04_v3	332043	333856	+	1814	55	37	71	34
PF3D7_1372100	Pf3D7_13_v3	2837053	2839058	+	2006	253	171	31	332
PF3D7_1005500	Pf3D7_10_v3	237506	242245	-	4740	864	479	442	806
PF3D7_0625600	Pf3D7_06_v3	1039655	1041550	+	1896	10	7	21	4
PF3D7_1041200	Pf3D7_10_v3	1639171	1640518	+	1348	13	11	2	10
PF3D7_1310900	Pf3D7_13_v3	476223	477134	+	912	73	32	65	29
PF3D7_0506900	Pf3D7_05_v3	288776	291055	-	2280	68	18	103	68
PF3D7_1137700	Pf3D7_11_v3	1477643	1479850	+	2208	1	1	1	1
PF3D7_0508800	Pf3D7_05_v3	363588	364442	-	855	115	33	80	78
PF3D7_0525200	Pf3D7_05_v3	1045462	1051253	+	5792	199	41	106	98
PF3D7_0719700	Pf3D7_07_v3	861583	862487	+	905	2693	1330	1756	1637
PF3D7_1320700	Pf3D7_13_v3	849662	853990	+	4329	22	3	24	15
PF3D7_1227300	Pf3D7_12_v3	1105251	1108739	+	3489	7	5	11	10
PF3D7_0616000	Pf3D7_06_v3	669860	671632	+	1773	144	86	84	89
PF3D7_0507300	Pf3D7_05_v3	301930	304611	-	2682	3	1	9	3
PF3D7_0219800	Pf3D7_02_v3	786870	787940	-	1071	44	33	57	47
PF3D7_1308900	Pf3D7_13_v3	408580	412101	-	3522	552	389	625	305
PF3D7_0222800	Pf3D7_02_v3	899430	900445	+	1016	2	0	0	2
PF3D7_0923000	Pf3D7_09_v3	939580	940587	-	1008	136	110	110	98
PF3D7_0110900	Pf3D7_01_v3	420293	420853	-	561	51	33	27	45
PF3D7_0513300	Pf3D7_05_v3	569182	569919	-	738	5687	1048	2824	1448
malmito_rna_RNA18	Pf_M76611	4964	4988	+	25	0	0	0	0
PF3D7_1115900	Pf3D7_11_v3	600176	602215	+	2040	14	5	20	14
PF3D7_1323900	Pf3D7_13_v3	989468	990598	+	1131	92	158	185	153
PF3D7_0610100	Pf3D7_06_v3	434807	436465	-	1659	347	201	305	286
PF3D7_0217800	Pf3D7_02_v3	734272	734595	+	324	1482	731	926	799
PF3D7_0729200	Pf3D7_07_v3	1247398	1248264	+	867	34	4	10	7
PF3D7_1035400	Pf3D7_10_v3	1404195	1405259	+	1065	35	13	87	20
PF3D7_1238000	Pf3D7_12_v3	1581984	1582987	+	1004	9	1	10	1
PF3D7_API04100	Pf3D7_API_v3	13661	14344	-	684	0	0	0	0
PF3D7_1309800	Pf3D7_13_v3	445611	446658	-	1048	114	9	31	45
PF3D7_0624500	Pf3D7_06_v3	994284	994553	+	270	57	7	35	13
PF3D7_0902100	Pf3D7_09_v3	93830	95613	-	1784	5	3	18	5
PF3D7_1332500	Pf3D7_13_v3	1340786	1341442	+	657	279	179	306	184
PF3D7_1340000	Pf3D7_13_v3	1601698	1603554	-	1857	29	42	61	70
PF3D7_0828300	Pf3D7_08_v3	1221025	1222683	-	1659	182	80	96	99
PF3D7_0904400	Pf3D7_09_v3	208168	208725	-	558	36	11	30	26
PF3D7_0925700	Pf3D7_09_v3	1028661	1030010	-	1350	392	266	229	189
PF3D7_0727100	Pf3D7_07_v3	1152155	1155355	-	3201	38	10	19	17
PF3D7_1031400	Pf3D7_10_v3	1265079	1268785	+	3707	10	11	22	16
PF3D7_1242700	Pf3D7_12_v3	1803653	1804483	+	831	2359	1390	1606	1368
PF3D7_0717800	Pf3D7_07_v3	767357	771949	-	4593	40	13	34	37
PF3D7_1469100	Pf3D7_14_v3	2837319	2838101	+	783	41	52	33	48
PF3D7_0600600	Pf3D7_06_v3	29618	31484	-	1867	0	1	1	1
PF3D7_1228600	Pf3D7_12_v3	1160729	1162960	-	2232	91	25	197	51
PF3D7_1480000	Pf3D7_14_v3	3285900	3287003	+	1104	3	5	0	0
PF3D7_0922800	Pf3D7_09_v3	922292	935372	-	13081	113	28	59	57
PF3D7_1427400	Pf3D7_14_v3	1077357	1079721	-	2365	63	86	93	80
PF3D7_0924300	Pf3D7_09_v3	984815	986017	-	1203	32	5	25	8
PF3D7_1477900	Pf3D7_14_v3	3209129	3211574	+	2446	66	53	37	144
PF3D7_1010100	Pf3D7_10_v3	403679	404575	+	897	44	31	30	33
PF3D7_1453700	Pf3D7_14_v3	2207027	2208320	+	1294	4488	1642	2117	2317
PF3D7_1373400	Pf3D7_13_v3	2881591	2882956	+	1366	94	291	1	2
PF3D7_1024600	Pf3D7_10_v3	1027128	1029367	-	2240	41	9	15	16
PF3D7_0617100	Pf3D7_06_v3	710059	714576	+	4518	320	227	244	229
PF3D7_0525100	Pf3D7_05_v3	1041745	1043766	+	2022	1423	491	692	636
PF3D7_0914200	Pf3D7_09_v3	608361	610075	-	1715	80	44	78	36
PF3D7_1409100	Pf3D7_14_v3	356550	360188	+	3639	202	64	151	116
PF3D7_1214100	Pf3D7_12_v3	602428	606962	+	4535	86	14	33	29
PF3D7_1212900	Pf3D7_12_v3	568569	571835	-	3267	425	211	238	179
PF3D7_0807500	Pf3D7_08_v3	387219	388364	+	1146	636	222	329	289
PF3D7_1346000	Pf3D7_13_v3	1837752	1840105	-	2354	11	16	14	33
PF3D7_0203600	Pf3D7_02_v3	166144	168051	+	1908	7	5	5	8
PF3D7_0805700	Pf3D7_08_v3	314172	318726	-	4555	47	4	37	9
PF3D7_0302300	Pf3D7_03_v3	125992	130235	-	4244	35	69	5	9
PF3D7_1401200	Pf3D7_14_v3	46833	47744	+	912	609	193	145	258
PF3D7_1311100	Pf3D7_13_v3	479353	480840	+	1488	5	9	8	10
PF3D7_1133800	Pf3D7_11_v3	1309024	1311793	+	2770	316	215	220	324
PF3D7_1421500	Pf3D7_14_v3	884398	885074	+	677	22	25	24	52
PF3D7_1427100	Pf3D7_14_v3	1056162	1060124	+	3963	356	741	580	549
PF3D7_1466600	Pf3D7_14_v3	2726800	2727642	-	843	16	35	35	73
PF3D7_1400400	Pf3D7_14_v3	14126	15363	-	1238	0	1	0	0
PF3D7_0308900	Pf3D7_03_v3	379130	383290	-	4161	502	362	284	308
PF3D7_1118800	Pf3D7_11_v3	714117	716287	-	2171	9	5	14	6
PF3D7_0323000	Pf3D7_03_v3	968675	969202	-	528	136	55	64	53
PF3D7_1412000	Pf3D7_14_v3	482437	483399	+	963	3	2	5	3
PF3D7_0700500	Pf3D7_07_v3	40288	41453	-	1166	5	5	1	2
PF3D7_0718900	Pf3D7_07_v3	835957	836861	+	905	4	1	0	1
PF3D7_1468800	Pf3D7_14_v3	2827942	2830443	-	2502	534	322	398	423
PF3D7_0810100	Pf3D7_08_v3	519331	519991	-	661	20	4	3	10
PF3D7_1432500	Pf3D7_14_v3	1283570	1285063	+	1494	133	155	160	141
PF3D7_1126600	Pf3D7_11_v3	1037643	1039691	-	2049	136	52	81	93
PF3D7_0926800	Pf3D7_09_v3	1092844	1096521	-	3678	71	18	44	54
PF3D7_0731300	Pf3D7_07_v3	1350032	1351149	+	1118	207	482	443	524
PF3D7_0103800	Pf3D7_01_v3	169079	171273	-	2195	22	2	15	16
PF3D7_1445000	Pf3D7_14_v3	1849172	1850392	-	1221	3	7	11	7
PF3D7_1470400	Pf3D7_14_v3	2880157	2881012	-	856	30	15	28	20
PF3D7_1455500	Pf3D7_14_v3	2267201	2270851	+	3651	197	150	167	154
PF3D7_1305200	Pf3D7_13_v3	255130	256116	+	987	9	2	16	2
PF3D7_0831750	Pf3D7_08_v3	1371847	1372720	+	874	17	9	43	35
PF3D7_1306600	Pf3D7_13_v3	315042	316784	-	1743	84	56	66	41
PF3D7_1038900	Pf3D7_10_v3	1562809	1563888	+	1080	13	5	10	3
PF3D7_0310900	Pf3D7_03_v3	466085	468445	+	2361	32	11	27	9
PF3D7_0800300	Pf3D7_08_v3	40948	50939	+	9992	42	14	31	25
PF3D7_0528300	Pf3D7_05_v3	1166520	1168010	-	1491	5	1	6	5
PF3D7_1475300	Pf3D7_14_v3	3085496	3086182	+	687	85	17	32	36
PF3D7_1370100	Pf3D7_13_v3	2783150	2783221	-	72	0	0	0	0
PF3D7_1404200	Pf3D7_14_v3	147961	148415	+	455	13	3	8	8
PF3D7_1363400	Pf3D7_13_v3	2543644	2546483	-	2840	134	167	169	244
PF3D7_1238100	Pf3D7_12_v3	1583909	1584595	-	687	734	260	317	391
PF3D7_1133500	Pf3D7_11_v3	1296801	1298199	+	1399	0	2	3	6
PF3D7_0925600	Pf3D7_09_v3	1027094	1027704	+	611	14	4	8	6
PF3D7_0614400	Pf3D7_06_v3	604573	605340	+	768	112	150	207	133
PF3D7_1421300	Pf3D7_14_v3	877441	881450	-	4010	8	3	6	4
PF3D7_API00400	Pf3D7_API_v3	809	844	+	36	0	0	0	0
PF3D7_1149500	Pf3D7_11_v3	1991359	1994018	-	2660	24	73	69	43
PF3D7_1444100	Pf3D7_14_v3	1801961	1825326	-	23366	21	19	50	38
PF3D7_0935300	Pf3D7_09_v3	1373018	1373722	+	705	13	17	25	22
PF3D7_0400500	Pf3D7_04_v3	59636	60939	+	1304	2	1	4	1
PF3D7_1351000	Pf3D7_13_v3	2033838	2039882	+	6045	557	687	562	786
PF3D7_1104000	Pf3D7_11_v3	175608	177778	-	2171	387	371	294	459
PF3D7_1129200	Pf3D7_11_v3	1128774	1130813	+	2040	617	351	576	435
PF3D7_0114100	Pf3D7_01_v3	547597	548380	-	784	33	68	2	9
PF3D7_1323300	Pf3D7_13_v3	970278	971336	+	1059	20	5	20	22
PF3D7_0104600	Pf3D7_01_v3	206170	210189	+	4020	23	43	25	47
PF3D7_0406800	Pf3D7_04_v3	351527	352983	-	1457	81	5	25	16
PF3D7_0725800	Pf3D7_07_v3	1086213	1086371	+	159	4	2	0	3
PF3D7_1316100	Pf3D7_13_v3	673717	678522	+	4806	46	25	40	28
PF3D7_1369800	Pf3D7_13_v3	2780354	2780427	+	74	0	1	0	0
PF3D7_0115300	Pf3D7_01_v3	595102	596273	+	1172	1	1	0	0
PF3D7_0621400	Pf3D7_06_v3	878790	880784	+	1995	48	31	102	86
PF3D7_0211100	Pf3D7_02_v3	451751	455116	+	3366	24	17	12	26
PF3D7_1210500	Pf3D7_12_v3	470229	471545	+	1317	0	4	6	3
PF3D7_1010000	Pf3D7_10_v3	401876	402711	-	836	87	15	35	58
PF3D7_0417400	Pf3D7_04_v3	756294	776603	+	20310	1162	1052	1356	1246
PF3D7_0613000	Pf3D7_06_v3	533907	535364	-	1458	176	13	75	43
PF3D7_1024200	Pf3D7_10_v3	1021292	1021774	-	483	29	1	11	8
PF3D7_0418000	Pf3D7_04_v3	793827	810070	+	16244	27	16	36	41
PF3D7_1235100	Pf3D7_12_v3	1462209	1462602	-	394	3	1	0	3
PF3D7_1462600	Pf3D7_14_v3	2550692	2552432	+	1741	1	0	0	0
PF3D7_1024500	Pf3D7_10_v3	1026120	1026914	+	795	19	9	18	16
PF3D7_0112600	Pf3D7_01_v3	476429	477278	+	850	1	1	0	0
PF3D7_1431800	Pf3D7_14_v3	1249328	1252167	+	2840	82	15	38	42
PF3D7_1470200	Pf3D7_14_v3	2877586	2878748	-	1163	61	56	45	53
PF3D7_1014200	Pf3D7_10_v3	560538	563353	+	2816	2	2	12	3
PF3D7_1325300	Pf3D7_13_v3	1050915	1051319	+	405	1	0	2	2
PF3D7_1352100	Pf3D7_13_v3	2076078	2079227	-	3150	186	190	149	315
PF3D7_1347200	Pf3D7_13_v3	1889853	1891121	-	1269	6394	3132	4155	3632
PF3D7_1407300	Pf3D7_14_v3	264403	267074	+	2672	665	551	514	574
PF3D7_0814300	Pf3D7_08_v3	690541	694143	-	3603	190	217	131	226
PF3D7_0403900	Pf3D7_04_v3	219087	222838	+	3752	13	0	14	8
PF3D7_1007300	Pf3D7_10_v3	293850	295999	+	2150	6	2	10	3
malmito_rna_RNA11	Pf_M76611	5284	5340	-	57	0	0	1	1
PF3D7_1106100	Pf3D7_11_v3	258779	259981	+	1203	40	19	33	33
PF3D7_1247500	Pf3D7_12_v3	1959612	1962341	+	2730	28	5	43	15
PF3D7_1226500	Pf3D7_12_v3	1072459	1076976	+	4518	122	71	58	86
PF3D7_0318000	Pf3D7_03_v3	742191	742799	+	609	0	0	2	3
PF3D7_0408500	Pf3D7_04_v3	408679	410697	-	2019	67	6	16	11
PF3D7_0219500	Pf3D7_02_v3	776828	778065	-	1238	80	11	27	29
PF3D7_1115500	Pf3D7_11_v3	588169	589400	+	1232	166	24	74	49
PF3D7_1432700	Pf3D7_14_v3	1290468	1291459	-	992	89	1	29	11
PF3D7_0115000	Pf3D7_01_v3	577704	583789	+	6086	17	56	17	55
PF3D7_1410700	Pf3D7_14_v3	429690	430861	-	1172	30	6	25	6
PF3D7_0217500	Pf3D7_02_v3	720437	722661	+	2225	13	4	21	4
PF3D7_1416200	Pf3D7_14_v3	650503	657345	-	6843	67	16	64	55
PF3D7_1313800	Pf3D7_13_v3	588800	599198	-	10399	235	412	380	510
PF3D7_1319200	Pf3D7_13_v3	792381	794987	-	2607	16	8	22	27
PF3D7_0831900	Pf3D7_08_v3	1380834	1381835	+	1002	263	473	375	412
PF3D7_1344700	Pf3D7_13_v3	1791032	1794766	-	3735	5	8	9	10
PF3D7_1478100	Pf3D7_14_v3	3216399	3217296	-	898	4	16	17	12
malmito_rna_24	Pf_M76611	226	262	-	37	0	0	0	0
PF3D7_0113800	Pf3D7_01_v3	527107	536351	+	9245	31	29	84	26
PF3D7_1204600	Pf3D7_12_v3	213211	214191	+	981	55	77	60	70
PF3D7_0832700	Pf3D7_08_v3	1408571	1409356	+	786	1	0	0	0
PF3D7_0621500	Pf3D7_06_v3	881963	882994	+	1032	15	15	10	20
PF3D7_1411300	Pf3D7_14_v3	458796	460962	+	2167	100	79	85	95
PF3D7_1333300	Pf3D7_13_v3	1368081	1368716	-	636	132	238	307	260
PF3D7_0800200	Pf3D7_08_v3	29700	39033	-	9334	15	6	12	6
PF3D7_1244400	Pf3D7_12_v3	1859656	1863846	+	4191	161	97	136	164
PF3D7_1337300	Pf3D7_13_v3	1503015	1506022	+	3008	414	378	296	486
PF3D7_1239900	Pf3D7_12_v3	1678438	1681536	-	3099	138	130	126	168
PF3D7_0934200	Pf3D7_09_v3	1346858	1347295	-	438	4	4	7	2
PF3D7_0614100	Pf3D7_06_v3	589457	592264	-	2808	10	3	12	8
PF3D7_1307000	Pf3D7_13_v3	325215	326371	-	1157	96	80	84	87
PF3D7_0603100	Pf3D7_06_v3	125458	126816	-	1359	18	3	15	8
PF3D7_0306100	Pf3D7_03_v3	288637	290747	-	2111	145	171	125	185
PF3D7_1136400	Pf3D7_11_v3	1427011	1429671	-	2661	189	211	209	359
PF3D7_1013400	Pf3D7_10_v3	518542	522252	-	3711	7	12	14	5
PF3D7_0417300	Pf3D7_04_v3	750860	753712	-	2853	383	337	405	514
PF3D7_0113900	Pf3D7_01_v3	537109	538025	-	917	19	30	58	14
PF3D7_1462100	Pf3D7_14_v3	2519205	2523209	-	4005	7	1	5	4
PF3D7_0319300	Pf3D7_03_v3	807277	807859	+	583	114	83	98	91
PF3D7_1364300	Pf3D7_13_v3	2579159	2582614	-	3456	289	279	295	332
PF3D7_1333200	Pf3D7_13_v3	1362093	1367609	+	5517	126	109	98	186
PF3D7_1246300	Pf3D7_12_v3	1925642	1929438	+	3797	90	173	173	91
PF3D7_0932400	Pf3D7_09_v3	1292117	1293643	-	1527	43	6	25	34
PF3D7_1439900	Pf3D7_14_v3	1622576	1623612	+	1037	2585	969	1487	1268
PF3D7_1205700	Pf3D7_12_v3	253155	254123	+	969	13	4	11	5
PF3D7_1236500	Pf3D7_12_v3	1525407	1526216	-	810	2	0	6	1
PF3D7_1112700	Pf3D7_11_v3	481851	485831	+	3981	17	5	12	9
PF3D7_1145400	Pf3D7_11_v3	1800544	1803550	-	3007	261	67	203	93
PF3D7_1406300	Pf3D7_14_v3	228410	229837	+	1428	92	37	60	70
PF3D7_0501700	Pf3D7_05_v3	86820	89201	-	2382	0	0	2	3
PF3D7_1327200	Pf3D7_13_v3	1143157	1143915	+	759	75	54	73	51
PF3D7_1359500	Pf3D7_13_v3	2364426	2365235	+	810	11	6	8	22
PF3D7_1241600	Pf3D7_12_v3	1774901	1776582	+	1682	31	8	5	13
PF3D7_0108300	Pf3D7_01_v3	337168	343833	+	6666	3999	4872	2625	5616
PF3D7_0625200	Pf3D7_06_v3	1025179	1026336	+	1158	15	0	6	5
PF3D7_1427800	Pf3D7_14_v3	1088362	1089102	-	741	95	31	74	46
PF3D7_1145900	Pf3D7_11_v3	1818594	1820743	+	2150	21	6	13	12
PF3D7_0730100	Pf3D7_07_v3	1282913	1285519	+	2607	41	25	22	55
PF3D7_0709300	Pf3D7_07_v3	413560	421749	-	8190	209	181	176	215
PF3D7_0204400	Pf3D7_02_v3	197219	198043	-	825	33	14	18	35
PF3D7_1130600	Pf3D7_11_v3	1176441	1179705	+	3265	203	213	164	216
PF3D7_0605800	Pf3D7_06_v3	237811	244521	-	6711	424	81	183	268
PF3D7_1022800	Pf3D7_10_v3	955883	958357	+	2475	69	4	44	23
PF3D7_1205800	Pf3D7_12_v3	256367	263731	+	7365	1097	1040	688	1387
PF3D7_0710800	Pf3D7_07_v3	482701	483831	-	1131	66	47	47	58
PF3D7_1312500	Pf3D7_13_v3	526863	527060	-	198	4	1	7	5
PF3D7_0501100	Pf3D7_05_v3	58037	59726	-	1690	546	589	755	579
PF3D7_0310700	Pf3D7_03_v3	463326	464274	+	949	80	79	69	95
PF3D7_0103000	Pf3D7_01_v3	132086	133624	-	1539	10	5	10	15
PF3D7_0802900	Pf3D7_08_v3	195148	195678	-	531	27	15	7	32
PF3D7_0825000	Pf3D7_08_v3	1086048	1091248	+	5201	92	31	46	29
PF3D7_1225100	Pf3D7_12_v3	1018506	1024008	+	5503	65	52	41	95
PF3D7_0811800	Pf3D7_08_v3	593649	595412	-	1764	7	18	10	31
PF3D7_1248800	Pf3D7_12_v3	2001987	2002271	+	285	7	1	6	3
PF3D7_0611000	Pf3D7_06_v3	463564	464676	-	1113	7	1	7	3
PF3D7_0525400	Pf3D7_05_v3	1057651	1059054	+	1404	15	1	7	6
PF3D7_0415800	Pf3D7_04_v3	693906	696533	+	2628	6	3	12	8
PF3D7_1478700	Pf3D7_14_v3	3239145	3240473	-	1329	15	4	3	0
PF3D7_0924800	Pf3D7_09_v3	1009063	1009755	+	693	2	0	0	1
PF3D7_1220700	Pf3D7_12_v3	822958	827712	-	4755	0	1	4	2
PF3D7_1128000	Pf3D7_11_v3	1087314	1093105	+	5792	266	206	285	257
PF3D7_0204100	Pf3D7_02_v3	182228	189115	-	6888	66	9	45	50
PF3D7_0528800	Pf3D7_05_v3	1180425	1182038	-	1614	105	147	83	123
PF3D7_1219100	Pf3D7_12_v3	757649	763642	+	5994	478	541	544	524
PF3D7_1149200	Pf3D7_11_v3	1976407	1979804	+	3398	64	85	253	99
PF3D7_API06500	Pf3D7_API_v3	31251	31321	+	71	0	0	0	0
PF3D7_1345800	Pf3D7_13_v3	1831842	1834991	+	3150	269	250	226	336
PF3D7_0515700	Pf3D7_05_v3	653966	655336	-	1371	84	30	103	56
PF3D7_1446700	Pf3D7_14_v3	1919583	1921645	-	2063	97	21	46	61
PF3D7_0929700	Pf3D7_09_v3	1185107	1186159	-	1053	1	2	2	1
PF3D7_0524800	Pf3D7_05_v3	1021408	1024307	-	2900	48	55	51	92
PF3D7_1451700	Pf3D7_14_v3	2118947	2120280	-	1334	25	2	34	9
PF3D7_1431700	Pf3D7_14_v3	1247030	1247950	+	921	1571	1134	1216	1137
PF3D7_1237800	Pf3D7_12_v3	1575197	1575518	+	322	25	15	13	13
PF3D7_0200300	Pf3D7_02_v3	35927	37249	-	1323	1	3	2	10
mal_rna_12	Pf_M76611	4586	4618	-	33	0	0	0	0
PF3D7_1309700	Pf3D7_13_v3	440265	445283	+	5019	74	70	54	53
PF3D7_0109950	Pf3D7_01_v3	386708	387940	+	1233	55	23	23	37
PF3D7_0814700	Pf3D7_08_v3	706076	706996	+	921	0	1	6	2
PF3D7_1028400	Pf3D7_10_v3	1169940	1171391	+	1452	238	184	165	238
PF3D7_1349200	Pf3D7_13_v3	1971890	1974481	-	2592	812	520	638	610
PF3D7_1436500	Pf3D7_14_v3	1488706	1490001	+	1296	49	14	25	30
PF3D7_0907800	Pf3D7_09_v3	366925	367500	+	576	105	41	106	66
PF3D7_0822700	Pf3D7_08_v3	1000981	1003755	-	2775	60	4	29	30
PF3D7_1248500	Pf3D7_12_v3	1983480	1984349	-	870	2140	970	1412	1101
PF3D7_0728400	Pf3D7_07_v3	1215174	1215763	+	590	8	2	6	5
PF3D7_1414800	Pf3D7_14_v3	599763	600680	-	918	322	200	315	269
PF3D7_0425200	Pf3D7_04_v3	1136586	1137385	+	800	4	6	0	0
PF3D7_0103400	Pf3D7_01_v3	147915	152777	-	4863	637	291	271	341
PF3D7_1338900	Pf3D7_13_v3	1568374	1571169	-	2796	72	3	40	31
PF3D7_0927800	Pf3D7_09_v3	1128871	1129940	+	1070	75	14	41	25
PF3D7_0824500	Pf3D7_08_v3	1066154	1067472	+	1319	190	127	98	174
PF3D7_1368900	Pf3D7_13_v3	2739350	2740998	+	1649	379	240	323	362
PF3D7_0817300	Pf3D7_08_v3	782909	789616	-	6708	508	230	253	130
PF3D7_1127600	Pf3D7_11_v3	1071752	1073813	+	2062	149	50	77	70
PF3D7_1452000	Pf3D7_14_v3	2134298	2140867	+	6570	24	9	37	4
PF3D7_1133200	Pf3D7_11_v3	1281284	1287633	-	6350	512	43	230	102
PF3D7_0907000	Pf3D7_09_v3	337564	337920	+	357	50	38	54	59
PF3D7_1220400	Pf3D7_12_v3	816909	818468	+	1560	41	42	50	57
PF3D7_1310800	Pf3D7_13_v3	470595	475002	-	4408	415	311	361	433
PF3D7_1373300	Pf3D7_13_v3	2877908	2879141	+	1234	1	5	0	0
PF3D7_0320100	Pf3D7_03_v3	840362	841758	+	1397	75	43	82	58
PF3D7_0718800	Pf3D7_07_v3	833630	835051	-	1422	1	0	3	1
PF3D7_1369600	Pf3D7_13_v3	2774191	2776884	-	2694	41	51	39	76
PF3D7_0908500	Pf3D7_09_v3	389605	397843	-	8239	14	7	15	9
PF3D7_1357200	Pf3D7_13_v3	2271537	2274083	+	2547	68	19	73	61
PF3D7_0102600	Pf3D7_01_v3	119041	121249	-	2209	122	194	66	41
PF3D7_0520600	Pf3D7_05_v3	843586	844817	-	1232	534	263	563	442
PF3D7_API05700	Pf3D7_API_v3	27421	28846	+	1426	0	0	0	1
PF3D7_0817600	Pf3D7_08_v3	800920	804034	-	3115	46	3	53	15
PF3D7_1424100	Pf3D7_14_v3	973853	975543	-	1691	4794	2423	3021	2534
PF3D7_1449500	Pf3D7_14_v3	2031087	2033397	+	2311	168	116	98	118
PF3D7_1001400	Pf3D7_10_v3	74661	77572	-	2912	156	291	426	181
PF3D7_1370800	Pf3D7_13_v3	2796119	2797144	+	1026	53	31	51	116
PF3D7_1002500	Pf3D7_10_v3	123770	124882	-	1113	193	76	146	116
PF3D7_0202100	Pf3D7_02_v3	109564	110580	-	1017	43	37	72	38
PF3D7_0921600	Pf3D7_09_v3	878004	883117	+	5114	151	128	132	178
PF3D7_0320600	Pf3D7_03_v3	862741	863832	-	1092	3	4	1	7
PF3D7_API00300	Pf3D7_API_v3	733	803	+	71	0	0	0	0
PF3D7_1239100	Pf3D7_12_v3	1626773	1627928	+	1156	119	8	70	26
PF3D7_0320300	Pf3D7_03_v3	845713	847320	+	1608	2530	1054	1507	1397
PF3D7_1117000	Pf3D7_11_v3	646922	651343	-	4422	19	3	11	13
PF3D7_1311300	Pf3D7_13_v3	484205	485463	+	1259	62	16	32	26
PF3D7_0606900	Pf3D7_06_v3	290426	291085	-	660	156	119	98	127
PF3D7_0530900	Pf3D7_05_v3	1257723	1265750	-	8028	8	8	22	6
PF3D7_0903600	Pf3D7_09_v3	168493	172887	+	4395	26	8	48	17
PF3D7_1319700	Pf3D7_13_v3	815822	818398	-	2577	17	2	16	9
PF3D7_0916100	Pf3D7_09_v3	674068	675157	+	1090	23	15	21	11
PF3D7_1461300	Pf3D7_14_v3	2492166	2492369	+	204	624	208	242	231
PF3D7_0822200	Pf3D7_08_v3	982570	987696	+	5127	17	36	22	42
PF3D7_1029200	Pf3D7_10_v3	1195677	1197344	+	1668	55	70	44	86
PF3D7_1366400	Pf3D7_13_v3	2655277	2659065	-	3789	422	255	175	311
PF3D7_1130900	Pf3D7_11_v3	1190123	1194335	+	4213	40	7	18	46
PF3D7_0909900	Pf3D7_09_v3	447928	452049	+	4122	307	279	300	307
PF3D7_1317000	Pf3D7_13_v3	708346	710268	+	1923	251	252	270	258
PF3D7_1328600	Pf3D7_13_v3	1209744	1211772	-	2029	18	7	14	31
PF3D7_0223500	Pf3D7_02_v3	916352	923648	-	7297	20	9	10	9
PF3D7_0309200	Pf3D7_03_v3	389137	394604	-	5468	246	80	218	115
PF3D7_1022600	Pf3D7_10_v3	948477	951152	+	2676	299	392	338	559
PF3D7_0210700	Pf3D7_02_v3	436050	436994	+	945	2	7	11	9
PF3D7_1233800	Pf3D7_12_v3	1405182	1405968	-	787	163	23	70	94
PF3D7_1121400	Pf3D7_11_v3	810210	812290	+	2081	1	1	2	1
PF3D7_1415900	Pf3D7_14_v3	642071	642735	-	665	78	54	61	35
PF3D7_1466500	Pf3D7_14_v3	2725225	2726281	+	1057	5	1	5	8
PF3D7_0530700	Pf3D7_05_v3	1250737	1254190	+	3454	94	97	47	141
PF3D7_0413400	Pf3D7_04_v3	612798	614069	+	1272	0	1	2	1
PF3D7_0418700	Pf3D7_04_v3	841196	842905	+	1710	313	224	265	282
PF3D7_0210000	Pf3D7_02_v3	409983	410228	+	246	341	315	253	273
PF3D7_0825700	Pf3D7_08_v3	1101887	1102804	-	918	5	1	3	5
PF3D7_1134500	Pf3D7_11_v3	1344303	1349763	+	5461	68	162	93	166
PF3D7_1344500	Pf3D7_13_v3	1787820	1788869	-	1050	4	2	12	8
PF3D7_1142600	Pf3D7_11_v3	1708066	1708679	-	614	2176	1208	1903	1358
PF3D7_0404000	Pf3D7_04_v3	223711	224131	-	421	5	1	8	3
PF3D7_1132600	Pf3D7_11_v3	1266250	1267584	-	1335	182	143	159	198
PF3D7_1251400	Pf3D7_12_v3	2097436	2098845	-	1410	15	17	13	13
PF3D7_0310300	Pf3D7_03_v3	442720	446457	+	3738	449	690	513	758
PF3D7_1430800	Pf3D7_14_v3	1214935	1215732	+	798	16	3	13	10
PF3D7_1107300	Pf3D7_11_v3	301283	311287	-	10005	3849	3135	2690	3891
PF3D7_1122000	Pf3D7_11_v3	838380	840100	-	1721	26	12	23	27
PF3D7_1135500	Pf3D7_11_v3	1387091	1388909	-	1819	20	4	7	5
